Price	Carat	Clarity	Color	Cut	Source	Year
8979	1.58	1	8	2	Alrosa	2001
8982	1.01	4	6	3	Alrosa	1983
8982	1.01	4	5	3	RioTinto	2008
8982	1.01	4	5	3	Debswana	1993
8983	1.5	1	7	2	RioTinto	1986
8983	1.76	5	11	3	RioTinto	1998
8984	1.2	4	7	2	Debswana	1988
8984	1.16	4	7	2	DeBeers	2004
9207	1.55	5	10	3	RioTinto	1972
9207	1.26	2	4	1	Debswana	1992
9207	1.2	3	5	3	DeBeers	2017
9209	1.51	1	5	4	DeBeers	2009
9215	1.21	3	5	1	DeBeers	1996
9216	1	4	5	2	DeBeers	2007
9217	2.02	1	11	3	DeBeers	1988
9217	1.5	1	5	3	Debswana	2008
9218	1.63	5	11	2	RioTinto	1964
9219	1.51	1	7	2	Alrosa	1971
9223	1.21	4	7	2	RioTinto	2006
9224	1.52	3	9	1	Alrosa	1992
9225	1.7	1	9	3	Alrosa	1971
9226	1.1	4	6	2	RioTinto	2000
9227	1.51	1	7	2	RioTinto	1983
9227	1.51	2	9	2	Debswana	1972
9227	1.03	5	7	2	DeBeers	1996
9228	1.19	5	7	3	DeBeers	1983
9229	1.58	2	8	2	Debswana	1965
9230	1.73	1	9	3	Alrosa	1999
9231	1.5	3	9	2	DeBeers	1990
9232	1.52	3	9	2	DeBeers	1979
9235	1.06	3	4	2	Alrosa	1968
9235	1.56	1	8	2	Alrosa	2014
9239	1.54	6	10	2	Alrosa	2000
9462	1.2	3	6	2	DeBeers	1986
9464	1.34	2	4	3	RioTinto	2007
9464	1.46	6	9	2	RioTinto	1990
9465	1.32	6	9	2	Debswana	1975
9466	1.04	5	7	1	DeBeers	1967
9467	1.57	1	7	2	DeBeers	1968
9468	1.51	2	10	3	RioTinto	1984
9468	1.51	2	8	2	Alrosa	1998
9468	1.51	2	8	2	DeBeers	1982
9468	1.17	5	8	2	Alrosa	1964
9469	1.7	2	9	3	DeBeers	1976
9470	1.15	6	8	1	Alrosa	1991
9471	1.5	2	7	2	RioTinto	1995
9472	1.26	3	6	2	DeBeers	2017
9472	1.56	2	7	2	Alrosa	1982
9474	1.5	2	5	4	Alrosa	1987
9475	1	4	4	3	RioTinto	1996
9476	1.64	2	9	1	Alrosa	1999
9480	1.24	4	7	3	Alrosa	1990
9482	1.03	4	6	2	Alrosa	1997
9482	1.62	2	9	2	RioTinto	2015
9483	1.21	5	7	3	DeBeers	2017
9484	0.83	7	4	1	DeBeers	1964
9486	1.6	3	9	2	RioTinto	1979
9488	1	4	4	2	DeBeers	2012
9717	1.51	1	6	1	RioTinto	1978
9717	1.51	1	6	2	DeBeers	2015
9718	1.5	2	7	3	Debswana	1980
9720	1.51	1	5	3	DeBeers	1972
9721	0.95	6	6	1	DeBeers	2005
9721	1	5	6	2	Alrosa	2005
9722	1.3	3	7	1	Alrosa	1970
9724	1.06	5	6	2	RioTinto	2010
9725	1.62	2	9	2	DeBeers	1972
9725	1.62	1	7	3	Debswana	1987
9726	1.53	2	7	2	Alrosa	1984
9726	1.48	2	8	3	RioTinto	1986
9726	1.03	5	6	1	DeBeers	1963
9726	1.5	3	8	2	DeBeers	1982
9727	1.5	2	7	2	DeBeers	1967
9728	1	4	5	3	DeBeers	2002
9728	1.5	2	7	3	Alrosa	1977
9730	1.56	1	4	3	DeBeers	2013
9730	1.02	4	5	3	DeBeers	1965
9732	1.43	5	9	2	DeBeers	1972
9732	1.1	3	4	2	DeBeers	1969
9734	1.1	5	7	2	DeBeers	1977
9736	1.32	3	7	2	Alrosa	1987
9737	1.27	4	7	1	Debswana	1978
9737	1.15	4	5	3	RioTinto	1986
9969	1.06	6	7	1	Alrosa	1983
9973	1.51	2	8	2	Alrosa	1970
9973	1.57	3	9	2	Debswana	2004
9974	1.14	5	7	2	DeBeers	1967
9975	1.24	4	7	1	Alrosa	1981
9975	1.55	1	6	2	Alrosa	1988
9976	1.09	5	5	3	Alrosa	1966
9978	1.01	7	7	2	Debswana	1980
9981	1.41	2	6	2	DeBeers	1971
9982	1.22	3	5	2	DeBeers	1981
9983	1.32	3	7	2	RioTinto	1996
9983	1.59	1	6	2	RioTinto	1998
9984	1.05	5	6	3	DeBeers	2013
9984	2.02	1	10	3	RioTinto	1987
9984	1.01	4	4	3	DeBeers	2008
9985	0.94	6	4	2	DeBeers	2011
9988	1.35	5	8	2	Alrosa	2003
9993	1.3	4	7	1	DeBeers	1989
9993	1.3	4	7	1	RioTinto	1964
9993	1.3	4	7	2	DeBeers	1986
9994	1.51	2	6	3	DeBeers	1993
9996	1.51	1	4	3	DeBeers	2009
9996	1.73	2	9	2	Alrosa	2007
9998	1.7	2	9	3	RioTinto	1973
9999	1.55	3	9	1	Alrosa	1999
10000	1.54	4	9	2	RioTinto	2015
